,Drug1_ID,Drug2_ID,Y,Neg samples
3590,DB00897,DB00697,25,DB00339$h
3591,DB09227,DB00697,25,DB06700$t
3592,DB00199,DB04908,25,DB00517$h
3593,DB00936,DB04272,45,DB00747$t
3594,DB01167,DB01236,5,DB01074$h
3595,DB01320,DB00412,6,DB00951$h
3596,DB01159,DB06716,25,DB00621$t
3597,DB09072,DB00312,53,DB09119$h
3598,DB00678,DB00412,5,DB00376$t
3599,DB00607,DB01421,8,DB08881$t
3600,DB09084,DB00421,34,DB09097$h
3601,DB00844,DB01215,25,DB00488$t
3602,DB08820,DB00620,9,DB00221$t
3603,DB05676,DB08981,25,DB00974$t
3604,DB00371,DB00497,25,DB01211$t
3605,DB08912,DB00932,8,DB01085$h
3606,DB00519,DB01210,25,DB00843$h
3607,DB08912,DB00331,12,DB09015$h
3608,DB06737,DB01222,25,DB00423$t
3609,DB01075,DB00199,75,DB00633$t
3610,DB00899,DB01215,25,DB00687$h
3611,DB00314,DB00428,72,DB01598$h
3612,DB08981,DB00700,34,DB01626$h
3613,DB00412,DB04272,45,DB00773$t
3614,DB01026,DB01155,75,DB08991$h
3615,DB09074,DB00647,5,DB00678$h
3616,DB09280,DB06403,8,DB06766$t
3617,DB06708,DB00472,5,DB08804$h
3618,DB08880,DB01558,8,DB01336$t
3619,DB00288,DB00817,25,DB01355$h
3620,DB00690,DB00734,25,DB00549$h
3621,DB09065,DB01261,5,DB06697$h
3622,DB00210,DB00896,25,DB01289$h
3623,DB09084,DB09204,34,DB00553$t
3624,DB00500,DB09084,25,DB00384$h
3625,DB01137,DB00227,9,DB00755$t
3626,DB08880,DB08808,34,DB06694$t
3627,DB01268,DB04855,75,DB00485$t
3628,DB01320,DB08922,6,DB00851$h
3629,DB01558,DB00508,25,DB01252$h
3630,DB06196,DB01578,14,DB11126$t
3631,DB09054,DB08901,9,DB00256$t
3632,DB00734,DB00849,25,DB00988$t
3633,DB04855,DB00700,9,DB09245$h
3634,DB00246,DB09034,53,DB11575$h
3635,DB00227,DB08860,5,DB00892$t
3636,DB08976,DB09215,25,DB01022$h
3637,DB00227,DB01036,5,DB09257$h
3638,DB00690,DB01159,25,DB00354$t
3639,DB00371,DB00697,25,DB08983$h
3640,DB00899,DB09224,25,DB00469$t
3641,DB01075,DB00343,5,DB01227$h
3642,DB02709,DB08807,34,DB00897$t
3643,DB00343,DB01275,25,DB01332$t
3644,DB09215,DB01088,12,DB00904$h
3645,DB09477,DB06403,66,DB00454$h
3646,DB01158,DB00968,51,DB09209$h
3647,DB00690,DB00892,25,DB02513$t
3648,DB00199,DB00996,5,DB00347$h
3649,DB09065,DB01624,9,DB00732$t
3650,DB08881,DB00199,8,DB01090$h
3651,DB09214,DB05245,25,DB06816$h
3652,DB00749,DB00960,34,DB01597$t
3653,DB00246,DB00250,5,DB01236$t
3654,DB08827,DB06212,9,DB01415$t
3655,DB00936,DB01244,25,DB01059$h
3656,DB09120,DB01296,5,DB00943$t
3657,DB09236,DB01210,25,DB00737$h
3658,DB00899,DB00962,25,DB01249$t
3659,DB00726,DB00967,25,DB00352$t
3660,DB01583,DB01418,45,DB00709$t
3661,DB09073,DB08860,9,DB00929$h
3662,DB00381,DB08916,9,DB01082$t
3663,DB00312,DB01039,6,DB00910$h
3664,DB08893,DB00218,75,DB09154$h
3665,DB01021,DB00412,12,DB00853$t
3666,DB00656,DB09078,75,DB00736$h
3667,DB08880,DB09296,9,DB01004$h
3668,DB00963,DB04272,45,DB06144$h
3669,DB01154,DB04908,25,DB00637$t
3670,DB00469,DB00253,25,DB00750$h
3671,DB00296,DB00678,25,DB13450$t
3672,DB12364,DB00744,26,DB01210$h
3673,DB00903,DB00919,25,DB00279$t
3674,DB09236,DB00384,25,DB00920$t
3675,DB01203,DB06268,66,DB00711$t
3676,DB00224,DB00288,9,DB08913$h
3677,DB00462,DB01021,9,DB00861$t
3678,DB01075,DB01274,5,DB00692$h
3679,DB00936,DB01155,71,DB00483$t
3680,DB01236,DB00588,25,DB01162$h
3681,DB06196,DB03615,14,DB00242$t
3682,DB08880,DB00588,25,DB08875$h
3683,DB01587,DB00588,25,DB00271$h
3684,DB09215,DB01155,71,DB09118$h
3685,DB08981,DB01421,14,DB08871$t
3686,DB09330,DB00381,9,DB00712$t
3687,DB01159,DB01113,25,DB00565$h
3688,DB00508,DB00647,25,DB00429$t
3689,DB00400,DB01268,5,DB01016$h
3690,DB00497,DB09272,55,DB00829$t
3691,DB00224,DB01274,5,DB11641$h
3692,DB01167,DB00246,5,DB09230$h
3693,DB00497,DB09034,53,DB01105$t
3694,DB09054,DB00338,5,DB04946$h
3695,DB00678,DB09477,25,DB01131$t
3696,DB00678,DB01154,5,DB01189$t
3697,DB01204,DB08916,8,DB00469$h
3698,DB01137,DB06708,75,DB11348$t
3699,DB01320,DB08827,6,DB00559$h
3700,DB00486,DB01236,53,DB00193$h
3701,DB09280,DB06737,8,DB00354$h
3702,DB08981,DB01222,25,DB01097$h
3703,DB00843,DB01297,51,DB08804$t
3704,DB00210,DB00903,37,DB00223$h
3705,DB06708,DB08922,5,DB00822$t
3706,DB00312,DB01380,6,DB00402$h
3707,DB00227,DB01098,5,DB09280$h
3708,DB00936,DB09230,25,DB00467$t
3709,DB04948,DB00964,25,DB00521$t
3710,DB00991,DB01380,25,DB05245$h
3711,DB00234,DB01220,9,DB00260$h
3712,DB04552,DB01297,34,DB01122$h
3713,DB01558,DB00892,25,DB08828$h
3714,DB00903,DB00331,12,DB01400$h
3715,DB00326,DB09090,12,DB01167$h
3716,DB00312,DB09242,66,DB01220$t
3717,DB00764,DB00136,12,DB06723$h
3718,DB02709,DB00700,34,DB08970$h
3719,DB09280,DB01236,8,DB00978$h
3720,DB04871,DB00960,5,DB09185$h
3721,DB00708,DB01041,53,DB01142$t
3722,DB09281,DB00620,3,DB04839$h
3723,DB00296,DB00726,25,DB09027$h
3724,DB01320,DB00778,6,DB06724$h
3725,DB00519,DB06403,66,DB01609$t
3726,DB01158,DB00633,51,DB00256$t
3727,DB00508,DB01041,53,DB06723$h
3728,DB00897,DB00296,25,DB09154$t
3729,DB00749,DB09084,25,DB01150$t
3730,DB01021,DB01164,14,DB00753$t
3731,DB09074,DB06212,9,DB09262$h
3732,DB00973,DB01098,9,DB00262$t
3733,DB01591,DB00472,75,DB00130$t
3734,DB01075,DB06716,25,DB00831$t
3735,DB01041,DB01158,25,DB11079$t
3736,DB08933,DB00312,9,DB07615$t
3737,DB04871,DB09224,25,DB00501$t
3738,DB00932,DB00543,5,DB00694$t
3739,DB08880,DB00421,34,DB06684$t
3740,DB00588,DB06819,12,DB00795$t
3741,DB00936,DB00253,25,DB08971$h
3742,DB00869,DB08932,66,DB08800$t
3743,DB00633,DB00849,25,DB01180$h
3744,DB01161,DB09017,25,DB08983$h
3745,DB00690,DB00656,25,DB00992$t
3746,DB00231,DB01041,53,DB01397$t
3747,DB01233,DB00332,12,DB09118$t
3748,DB00957,DB04908,9,DB00400$h
3749,DB01558,DB01161,25,DB09000$t
3750,DB01245,DB00184,25,DB00397$t
3751,DB01236,DB00903,25,DB00646$h
3752,DB01075,DB00633,25,DB01142$t
3753,DB01591,DB01021,9,DB00700$t
3754,DB01154,DB09232,6,DB09123$h
3755,DB00343,DB08932,5,DB00905$h
3756,DB00312,DB01591,6,DB01164$h
3757,DB00932,DB00843,5,DB08828$t
3758,DB00469,DB01380,25,DB00404$t
3759,DB00224,DB00757,5,DB00391$h
3760,DB00869,DB01244,66,DB06237$h
3761,DB06196,DB09204,34,DB01222$h
3762,DB00326,DB09227,12,DB01202$h
3763,DB00697,DB04855,75,DB00418$h
3764,DB00960,DB00184,25,DB06709$h
3765,DB09074,DB00643,5,DB06820$h
3766,DB01320,DB09123,8,DB00528$h
3767,DB01233,DB01337,12,DB06207$t
3768,DB09232,DB00519,25,DB01609$t
3769,DB00467,DB00331,63,DB06771$h
3770,DB00831,DB09224,25,DB00641$h
3771,DB00734,DB00218,75,DB00589$t
3772,DB00963,DB08981,25,DB01174$h
3773,DB09204,DB00519,25,DB00934$t
3774,DB00246,DB00996,25,DB00972$h
3775,DB00224,DB09054,9,DB01171$t
3776,DB00226,DB01089,66,DB13153$h
3777,DB08976,DB09084,25,DB08798$t
3778,DB00849,DB09279,66,DB01024$h
3779,DB01210,DB01251,63,DB00363$h
3780,DB01244,DB00899,25,DB01021$h
3781,DB00412,DB09296,5,DB06207$h
3782,DB00543,DB01137,75,DB06207$h
3783,DB00869,DB01089,66,DB09049$t
3784,DB00338,DB00849,5,DB13142$h
3785,DB01249,DB00331,25,DB01122$t
3786,DB00246,DB00422,25,DB00126$h
3787,DB01075,DB00656,5,DB01238$h
3788,DB09279,DB06712,25,DB00923$h
3789,DB06772,DB00317,25,DB00334$h
3790,DB00326,DB00467,0,DB00951$h
3791,DB00218,DB08881,75,DB00937$t
3792,DB00549,DB00843,5,DB06637$t
3793,DB00690,DB01590,9,DB06825$h
3794,DB08933,DB00199,9,DB01619$t
3795,DB00371,DB00734,25,DB06145$t
3796,DB01210,DB08976,25,DB09488$t
3797,DB09280,DB00288,8,DB09343$h
3798,DB00312,DB00338,6,DB00639$t
3799,DB00227,DB01418,5,DB08887$h
3800,DB00620,DB01251,12,DB00924$t
3801,DB08880,DB01380,25,DB00793$h
3802,DB00598,DB08976,25,DB01002$t
3803,DB00246,DB01041,53,DB00875$t
3804,DB00199,DB00907,5,DB01340$h
3805,DB00199,DB00643,5,DB00975$t
3806,DB08933,DB06772,9,DB00209$t
3807,DB00343,DB06287,5,DB12598$t
3808,DB09065,DB00907,5,DB00879$h
3809,DB00749,DB08880,25,DB04868$h
3810,DB01026,DB08867,9,DB00884$h
3811,DB00210,DB06737,25,DB00352$h
3812,DB00224,DB01023,5,DB00499$h
3813,DB00317,DB00498,45,DB01377$t
3814,DB06402,DB04855,75,DB00513$t
3815,DB00726,DB04871,25,DB01190$h
3816,DB09065,DB08881,5,DB00344$h
3817,DB08976,DB08981,25,DB00643$h
3818,DB08933,DB06708,9,DB00820$h
3819,DB00656,DB00593,25,DB00436$h
3820,DB00337,DB00821,25,DB06654$t
3821,DB00337,DB03615,14,DB06816$h
3822,DB01220,DB00849,6,DB09292$h
3823,DB00497,DB00296,25,DB01046$h
3824,DB00226,DB00678,66,DB00906$t
3825,DB09120,DB00530,5,DB00980$h
3826,DB01026,DB00726,5,DB05316$h
3827,DB01245,DB00462,12,DB06636$t
3828,DB04855,DB01181,11,DB00556$t
3829,DB09242,DB00903,25,DB09097$h
3830,DB00469,DB01077,25,DB01054$t
3831,DB01321,DB00343,5,DB00287$h
3832,DB01380,DB04878,12,DB01029$t
3833,DB00343,DB00337,5,DB13025$t
3834,DB01137,DB01220,9,DB01195$h
3835,DB01023,DB01113,25,DB04876$t
3836,DB00422,DB06403,34,DB01223$h
3837,DB00246,DB00962,5,DB13025$h
3838,DB00381,DB00734,66,DB00862$t
3839,DB09275,DB00253,3,DB01253$h
3840,DB08912,DB08922,8,DB00891$h
3841,DB00199,DB01624,9,DB06826$h
3842,DB00936,DB09204,34,DB00771$t
3843,DB01220,DB01418,6,DB06690$h
3844,DB08820,DB06287,9,DB00186$t
3845,DB01167,DB08970,9,DB00594$t
3846,DB08912,DB00530,8,DB01336$h
3847,DB08933,DB08881,9,DB08933$t
3848,DB00384,DB00421,60,DB00304$t
3849,DB00708,DB01154,25,DB04272$h
3850,DB09065,DB00224,5,DB00881$h
3851,DB00312,DB00317,8,DB00602$t
3852,DB00991,DB00903,37,DB13323$t
3853,DB01440,DB01320,25,DB01345$t
3854,DB00633,DB00892,25,DB00990$t
3855,DB00678,DB01023,25,DB00835$h
3856,DB09280,DB01181,9,DB00608$h
3857,DB00199,DB00472,5,DB11610$h
3858,DB00588,DB01245,25,DB00255$h
3859,DB09073,DB05676,9,DB04894$h
3860,DB01041,DB01203,25,DB00349$t
3861,DB01172,DB01245,76,DB06700$t
3862,DB00831,DB00996,25,DB00425$h
3863,DB00962,DB00697,25,DB04576$h
3864,DB00680,DB00647,66,DB09211$t
3865,DB00757,DB01624,75,DB01330$t
3866,DB00381,DB01244,66,DB00515$t
3867,DB00963,DB01210,34,DB09245$t
3868,DB00907,DB03128,5,DB00724$h
3869,DB09279,DB01203,25,DB06147$t
3870,DB04948,DB01203,50,DB00794$h
3871,DB00497,DB00849,25,DB08826$t
3872,DB00991,DB00467,71,DB01065$h
3873,DB01075,DB01587,25,DB01390$h
3874,DB00991,DB01203,34,DB01438$h
3875,DB05676,DB04272,45,DB08905$t
3876,DB01321,DB06212,9,DB11239$h
3877,DB00338,DB06817,9,DB00346$h
3878,DB00831,DB00543,25,DB11268$t
3879,DB00224,DB00962,5,DB06412$h
3880,DB09477,DB00486,25,DB01251$t
3881,DB04573,DB08916,8,DB01024$h
3882,DB01137,DB00246,75,DB00627$t
3883,DB00500,DB00896,25,DB04571$h
3884,DB01088,DB01041,25,DB01094$t
3885,DB08933,DB01587,9,DB00882$h
3886,DB00227,DB06268,5,DB06825$h
3887,DB01113,DB01210,25,DB01597$t
3888,DB00224,DB00331,12,DB11596$t
3889,DB00593,DB00697,25,DB02300$h
3890,DB09072,DB00647,53,DB00270$t
3891,DB01380,DB01233,25,DB04938$h
3892,DB08912,DB01251,12,DB06595$h
3893,DB06789,DB04878,12,DB06704$t
3894,DB09120,DB08867,5,DB01042$h
3895,DB00964,DB01158,25,DB01380$t
3896,DB04552,DB00421,34,DB06804$h
3897,DB08981,DB08970,25,DB00309$h
3898,DB09330,DB08893,9,DB00905$t
3899,DB00227,DB06403,5,DB01224$h
3900,DB01167,DB06287,10,DB00890$t
3901,DB00199,DB06654,5,DB00970$h
3902,DB01167,DB01244,25,DB00980$t
3903,DB01088,DB00697,25,DB01254$t
3904,DB11699,DB04871,78,DB11560$t
3905,DB08984,DB00817,71,DB08932$t
3906,DB01240,DB00903,25,DB01090$h
3907,DB08901,DB01220,9,DB00520$t
3908,DB00647,DB00726,25,DB00262$h
3909,DB01220,DB09236,8,DB00906$h
3910,DB01026,DB03128,5,DB01066$h
3911,DB09280,DB06287,8,DB00637$h
3912,DB08880,DB13874,8,DB00619$h
3913,DB01380,DB06710,57,DB01120$t
3914,DB09072,DB00296,53,DB00670$t
3915,DB01167,DB08875,9,DB00795$t
3916,DB01021,DB08808,66,DB00422$h
3917,DB01203,DB01210,25,DB00762$h
3918,DB00907,DB01041,53,DB08905$h
3919,DB08880,DB01172,14,DB06403$t
3920,DB00960,DB01089,66,DB01124$t
3921,DB02709,DB06737,25,DB01011$h
3922,DB01395,DB01251,12,DB00482$h
3923,DB01021,DB00331,12,DB00446$h
3924,DB09065,DB00933,9,DB11574$t
3925,DB08820,DB00778,9,DB00568$t
3926,DB00647,DB09272,55,DB06202$t
3927,DB09232,DB01113,25,DB01452$t
3928,DB09242,DB01240,66,DB06716$h
3929,DB00744,DB00960,34,DB00175$h
3930,DB00844,DB00897,25,DB00635$t
3931,DB00896,DB06710,57,DB00379$h
3932,DB08893,DB06701,5,DB08930$t
3933,DB01026,DB01167,5,DB13139$h
3934,DB09242,DB01297,50,DB00573$t
3935,DB08976,DB01418,45,DB00881$t
3936,DB01159,DB01320,9,DB08880$t
3937,DB09224,DB04908,25,DB00282$h
3938,DB01245,DB01337,12,DB00273$h
3939,DB00224,DB00332,5,DB01282$h
3940,DB01034,DB01591,5,DB04898$h
3941,DB08912,DB01296,8,DB00293$t
3942,DB08933,DB08893,9,DB00418$t
3943,DB00312,DB06403,6,DB09282$h
3944,DB01320,DB00246,6,DB01613$h
3945,DB00697,DB00598,50,DB00851$h
3946,DB00508,DB06716,25,DB06204$h
3947,DB00199,DB06772,5,DB00308$t
3948,DB00472,DB01583,12,DB01401$t
3949,DB00907,DB08922,5,DB01063$h
3950,DB01159,DB00593,25,DB01135$h
3951,DB09232,DB00899,25,DB01581$h
3952,DB00697,DB00968,25,DB06211$t
3953,DB06710,DB01268,63,DB00779$t
3954,DB09227,DB01113,25,DB00163$t
3955,DB00441,DB00290,25,DB06212$h
3956,DB08933,DB01624,9,DB00485$h
3957,DB01275,DB00227,9,DB00957$h
3958,DB09204,DB01113,25,DB06730$h
3959,DB08976,DB00685,71,DB09289$t
3960,DB00749,DB00700,34,DB04786$h
3961,DB01167,DB00296,5,DB00191$h
3962,DB00224,DB00246,5,DB00935$h
3963,DB01167,DB00744,5,DB01053$h
3964,DB09065,DB00897,9,DB06794$t
3965,DB08933,DB06403,9,DB00496$h
3966,DB01075,DB00422,5,DB01191$h
3967,DB00371,DB00933,25,DB08801$t
3968,DB08881,DB00869,8,DB06800$h
3969,DB00246,DB01023,5,DB01138$h
3970,DB00963,DB00588,25,DB09244$h
3971,DB08912,DB00843,8,DB04918$h
3972,DB00337,DB00642,25,DB09269$t
3973,DB09330,DB01105,9,DB01255$t
3974,DB09102,DB08916,9,DB04571$t
3975,DB00210,DB00428,14,DB01511$t
3976,DB01203,DB01240,66,DB00997$t
3977,DB08881,DB00897,8,DB12278$h
3978,DB00400,DB01395,8,DB09241$t
3979,DB00381,DB01220,9,DB09516$h
3980,DB00508,DB00593,25,DB06016$t
3981,DB00500,DB03615,14,DB06699$t
3982,DB01026,DB00700,9,DB09283$t
3983,DB00231,DB00897,25,DB09320$h
3984,DB08981,DB00421,34,DB08976$t
3985,DB09279,DB00381,25,DB00779$t
3986,DB00907,DB08893,5,DB13167$h
3987,DB01215,DB00593,25,DB00283$t
3988,DB09215,DB01418,45,DB01114$t
3989,DB08881,DB00647,8,DB04861$h
3990,DB00224,DB01036,9,DB04272$h
3991,DB01233,DB00184,25,DB01182$t
3992,DB00896,DB01155,25,DB06777$h
3993,DB09039,DB08922,5,DB09345$h
3994,DB04878,DB01268,63,DB04953$h
3995,DB01236,DB00933,25,DB01175$h
3996,DB08912,DB00897,8,DB01367$h
3997,DB00508,DB08808,66,DB01211$h
3998,DB09074,DB08922,5,DB00855$h
3999,DB08933,DB01039,9,DB01182$h
4000,DB00897,DB00647,25,DB00263$h
4001,DB06817,DB08860,70,DB06207$h
4002,DB06716,DB00726,25,DB09292$h
4003,DB00343,DB09102,5,DB00641$t
4004,DB01026,DB01395,9,DB06150$t
4005,DB00224,DB06403,5,DB00330$h
4006,DB09054,DB00184,5,DB00080$h
4007,DB00410,DB09268,12,DB00917$t
4008,DB01320,DB01105,6,DB06772$h
4009,DB00800,DB00384,25,DB00228$t
4010,DB00685,DB01261,63,DB00181$t
4011,DB00519,DB08976,25,DB13139$h
4012,DB09330,DB06710,9,DB08797$h
4013,DB00844,DB00899,25,DB00457$t
4014,DB00744,DB04552,25,DB06654$t
4015,DB00199,DB01098,5,DB00305$t
4016,DB00963,DB00936,25,DB01059$t
4017,DB00517,DB00967,25,DB01251$h
4018,DB01026,DB04908,9,DB01088$t
4019,DB06772,DB01590,9,DB00615$t
4020,DB12026,DB01220,9,DB01114$t
4021,DB08984,DB01380,25,DB01411$t
4022,DB01320,DB01075,6,DB09241$h
4023,DB01036,DB00246,75,DB00528$h
4024,DB00199,DB00227,9,DB00711$h
4025,DB00892,DB00697,25,DB00264$t
4026,DB04573,DB01041,81,DB04339$t
4027,DB00326,DB01244,12,DB04854$t
4028,DB00224,DB01107,5,DB00842$h
4029,DB04552,DB00598,34,DB06707$h
4030,DB08933,DB06710,9,DB11575$h
4031,DB00897,DB00892,25,DB06766$t
4032,DB00932,DB00530,5,DB00721$t
4033,DB08880,DB03615,14,DB08970$t
4034,DB08933,DB00907,9,DB00794$h
4035,DB01110,DB01220,9,DB09561$t
4036,DB01320,DB01587,6,DB09040$h
4037,DB01296,DB08954,47,DB00455$h
4038,DB08804,DB00331,63,DB08911$t
4039,DB01591,DB09272,55,DB00668$t
4040,DB00991,DB09084,25,DB00384$h
4041,DB09073,DB06212,9,DB00480$t
4042,DB00296,DB00960,25,DB00731$h
4043,DB01215,DB00726,25,DB00275$h
4044,DB00472,DB01297,9,DB02959$h
4045,DB08992,DB08860,25,DB00451$h
4046,DB01088,DB00960,66,DB06150$t
4047,DB01440,DB06716,25,DB06213$t
4048,DB08893,DB01155,75,DB00681$h
4049,DB08981,DB00903,37,DB09080$t
4050,DB12364,DB06196,26,DB09282$h
4051,DB00462,DB08893,25,DB00838$t
4052,DB04948,DB01236,25,DB00811$h
4053,DB00486,DB01587,53,DB08889$h
4054,DB08933,DB00530,9,DB09042$t
4055,DB00246,DB00620,5,DB04573$h
4056,DB09280,DB09102,8,DB00511$t
4057,DB09242,DB00869,66,DB06262$t
4058,DB00469,DB02709,25,DB11254$t
4059,DB00633,DB00968,25,DB01329$h
4060,DB00933,DB00598,66,DB09042$t
4061,DB00500,DB05676,25,DB00951$t
4062,DB09065,DB00199,5,DB01151$t
4063,DB09214,DB00744,25,DB00444$h
4064,DB00734,DB00933,25,DB04894$h
4065,DB00598,DB01251,63,DB08958$t
4066,DB00844,DB00384,25,DB01067$t
4067,DB01098,DB08860,9,DB01377$t
4068,DB04552,DB00253,25,DB00438$t
4069,DB00296,DB00633,25,DB01150$h
4070,DB04552,DB01418,45,DB01176$t
4071,DB04552,DB09204,34,DB00485$h
4072,DB01240,DB00700,25,DB00280$t
4073,DB00312,DB00497,6,DB01122$h
4074,DB00381,DB01098,9,DB01576$t
4075,DB01155,DB00412,63,DB01685$t
4076,DB01337,DB00497,25,DB00909$t
4077,DB01591,DB01155,75,DB08799$h
4078,DB00486,DB00907,53,DB09488$t
4079,DB04855,DB00724,5,DB00611$h
4080,DB00776,DB00255,8,DB04576$h
4081,DB00288,DB00467,25,DB00931$h
4082,DB00381,DB00964,25,DB00419$h
4083,DB00422,DB01158,34,DB00364$h
4084,DB04855,DB08922,5,DB01030$h
4085,DB00697,DB06708,75,DB00482$t
4086,DB08820,DB08867,9,DB01275$t
4087,DB09280,DB00227,6,DB00850$h
4088,DB01321,DB06287,25,DB06144$t
4089,DB00246,DB00907,5,DB01060$h
4090,DB00371,DB01159,25,DB00212$t
4091,DB08881,DB04871,9,DB09078$h
4092,DB01167,DB06712,5,DB08909$h
4093,DB13139,DB01098,9,DB00870$h
4094,DB01150,DB09268,12,DB01589$h
4095,DB08880,DB00724,8,DB00949$h
4096,DB00337,DB00428,25,DB01046$h
4097,DB08984,DB00588,25,DB00425$t
4098,DB01026,DB08932,9,DB00925$h
4099,DB00296,DB01159,25,DB13142$h
4100,DB00647,DB00656,25,DB00679$t
4101,DB00849,DB00907,25,DB00212$t
4102,DB09054,DB11613,5,DB01229$h
4103,DB00598,DB01021,66,DB00207$t
4104,DB09275,DB00620,3,DB09232$h
4105,DB00472,DB08922,5,DB09156$h
4106,DB00932,DB00491,12,DB00486$h
4107,DB00224,DB01252,12,DB01092$h
4108,DB00343,DB08922,5,DB01353$h
4109,DB00500,DB00253,25,DB00332$h
4110,DB09280,DB00184,9,DB01603$h
4111,DB00400,DB01418,8,DB01089$h
4112,DB00960,DB08976,25,DB09290$h
4113,DB09120,DB01181,5,DB00684$t
4114,DB09215,DB01021,12,DB00364$h
4115,DB08933,DB09039,9,DB09018$t
4116,DB09280,DB08912,9,DB00491$h
4117,DB00227,DB01624,9,DB11586$h
4118,DB01154,DB01159,25,DB01193$h
4119,DB00381,DB00633,25,DB09338$t
4120,DB00343,DB01039,5,DB00794$t
4121,DB00598,DB00184,25,DB00829$t
4122,DB01320,DB00224,6,DB01588$h
4123,DB09074,DB00700,9,DB00254$t
4124,DB00343,DB01098,5,DB06804$h
4125,DB04855,DB01220,9,DB00821$h
4126,DB09242,DB00800,66,DB00847$h
4127,DB08933,DB00778,9,DB00266$h
4128,DB08912,DB08901,8,DB01139$h
4129,DB08880,DB06654,9,DB05219$h
4130,DB00467,DB00412,63,DB00258$h
4131,DB06772,DB06771,25,DB00888$h
4132,DB00598,DB03128,25,DB01120$t
4133,DB00224,DB00136,5,DB01035$h
4134,DB08881,DB00844,31,DB06209$h
4135,DB00227,DB04908,25,DB00472$t
4136,DB00497,DB00647,25,DB00187$h
4137,DB00744,DB00158,12,DB03756$h
4138,DB00963,DB00744,25,DB08807$t
4139,DB12364,DB02709,26,DB00952$h
4140,DB00697,DB00757,75,DB11231$h
4141,DB05676,DB01210,34,DB00570$t
4142,DB00486,DB00700,25,DB00474$t
4143,DB04552,DB06737,25,DB12532$t
4144,DB01026,DB01236,5,DB00620$h
4145,DB01236,DB00384,25,DB00846$t
4146,DB00962,DB00726,25,DB08993$t
4147,DB00326,DB01137,0,DB00177$h
4148,DB04871,DB01036,5,DB00120$t
4149,DB01222,DB01233,25,DB00204$t
4150,DB09330,DB00620,9,DB00211$h
4151,DB01369,DB06212,9,DB00239$t
4152,DB08880,DB00170,8,DB09082$t
4153,DB04552,DB08880,25,DB11660$t
4154,DB01026,DB06287,10,DB01118$t
4155,DB01578,DB01337,76,DB00430$h
4156,DB00844,DB01159,25,DB00293$h
4157,DB00312,DB00508,25,DB12070$h
4158,DB00963,DB08808,34,DB06605$h
4159,DB00199,DB09227,9,DB00381$t
4160,DB01159,DB00964,25,DB00468$h
4161,DB00224,DB08932,9,DB00575$h
4162,DB08933,DB00897,9,DB11342$t
4163,DB00633,DB09204,50,DB06153$t
4164,DB00869,DB00331,25,DB00704$h
4165,DB00210,DB08808,34,DB01103$h
4166,DB09280,DB01167,8,DB01349$h
4167,DB01590,DB01252,12,DB01129$t
4168,DB00932,DB08901,5,DB06766$t
4169,DB01167,DB00498,9,DB06770$t
4170,DB00422,DB06712,34,DB06637$h
4171,DB09236,DB08932,66,DB00761$t
4172,DB01159,DB01041,53,DB06718$t
4173,DB09054,DB06403,5,DB01297$h
4174,DB00749,DB00428,14,DB01656$t
4175,DB09054,DB08916,9,DB09216$t
4176,DB06287,DB04878,12,DB01878$t
4177,DB02709,DB05266,47,DB00831$h
4178,DB09074,DB00620,5,DB08992$t
4179,DB00224,DB00897,9,DB01103$h
4180,DB00486,DB01041,53,DB06791$t
4181,DB05676,DB01077,25,DB00559$h
4182,DB04871,DB13874,5,DB08964$h
4183,DB00472,DB00250,5,DB01193$h
4184,DB06817,DB00227,70,DB05528$t
4185,DB00598,DB06268,66,DB08873$t
4186,DB06737,DB01133,25,DB01106$t
4187,DB09065,DB00744,5,DB06817$t
4188,DB00991,DB01297,34,DB00956$t
4189,DB01023,DB12026,5,DB00917$h
4190,DB06737,DB00428,14,DB04552$t
4191,DB04948,DB01041,25,DB00440$h
4192,DB01041,DB01113,25,DB01057$t
4193,DB08912,DB05676,8,DB09026$h
4194,DB00844,DB01320,25,DB06817$h
4195,DB01320,DB00469,6,DB06413$h
4196,DB00968,DB06712,66,DB00845$t
4197,DB00343,DB00384,25,DB01138$h
4198,DB00821,DB01578,14,DB06274$h
4199,DB04552,DB01240,12,DB00257$t
4200,DB00343,DB01587,5,DB00424$t
4201,DB00932,DB00332,5,DB01238$t
4202,DB00690,DB01220,9,DB06715$h
4203,DB01274,DB06708,75,DB06237$h
4204,DB00680,DB08807,66,DB00528$h
4205,DB09330,DB00700,9,DB01064$t
4206,DB08970,DB08804,57,DB00816$h
4207,DB09204,DB00486,25,DB09053$h
4208,DB00849,DB08867,8,DB00305$h
4209,DB00936,DB00384,34,DB09031$t
4210,DB09120,DB00246,5,DB09321$h
4211,DB00680,DB01210,66,DB01151$h
4212,DB00656,DB00543,25,DB11641$t
4213,DB06737,DB01155,71,DB06402$t
4214,DB00690,DB01041,53,DB01139$h
4215,DB00932,DB00588,9,DB01223$t
4216,DB00224,DB00643,5,DB00313$h
4217,DB00246,DB12026,5,DB00453$h
4218,DB04573,DB08970,9,DB00294$t
4219,DB00519,DB06737,25,DB00264$t
4220,DB00486,DB00996,53,DB09063$t
4221,DB09065,DB00246,5,DB00687$h
4222,DB00326,DB01077,8,DB09230$h
4223,DB06737,DB08807,34,DB00904$h
4224,DB01159,DB09242,25,DB00805$t
