,Drug1_ID,Drug2_ID,Y,Neg samples
29750,DB08881,DB01263,8,DB00572$h
29751,DB00234,DB09049,9,DB00379$h
29752,DB00177,DB06196,25,DB06701$h
29753,DB09330,DB09143,9,DB06795$h
29754,DB00492,DB00726,9,DB06788$t
29755,DB00981,DB01210,51,DB09280$t
29756,DB00892,DB06144,25,DB00395$h
29757,DB00231,DB01466,25,DB01609$h
29758,DB00866,DB01407,36,DB05294$h
29759,DB00903,DB01018,25,DB01423$t
29760,DB01164,DB09235,12,DB00625$t
29761,DB09214,DB00812,25,DB00805$t
29762,DB01192,DB00700,25,DB06707$h
29763,DB00690,DB04953,25,DB06700$h
29764,DB00749,DB01177,14,DB06709$t
29765,DB09330,DB00455,9,DB00279$t
29766,DB09073,DB06176,9,DB00209$t
29767,DB01622,DB00647,66,DB00906$h
29768,DB00337,DB00244,20,DB00180$h
29769,DB00790,DB01210,25,DB13167$h
29770,DB00810,DB00708,25,DB01607$h
29771,DB01110,DB09216,25,DB01149$t
29772,DB00734,DB00241,25,DB09211$t
29773,DB08922,DB01577,40,DB01412$t
29774,DB00318,DB00296,25,DB13153$t
29775,DB00338,DB01028,5,DB04855$t
29776,DB00983,DB00218,75,DB01216$t
29777,DB01069,DB01416,0,DB01248$h
29778,DB00189,DB00508,25,DB00712$t
29779,DB00795,DB09084,25,DB00576$h
29780,DB01254,DB06712,9,DB00497$h
29781,DB09054,DB06595,5,DB09104$t
29782,DB09449,DB09084,20,DB00624$t
29783,DB01118,DB00231,5,DB01345$h
29784,DB01264,DB01075,9,DB00678$t
29785,DB01026,DB06209,11,DB00689$t
29786,DB00212,DB00726,9,DB00501$t
29787,DB00300,DB01558,5,DB04576$h
29788,DB00849,DB01028,25,DB06827$t
29789,DB00927,DB00530,8,DB00883$h
29790,DB00451,DB09293,12,DB00189$t
29791,DB00678,DB06589,9,DB01628$h
29792,DB09073,DB01238,9,DB00228$t
29793,DB08912,DB01076,8,DB00237$h
29794,DB00814,DB01088,12,DB00297$t
29795,DB01418,DB04865,26,DB11660$h
29796,DB01355,DB09017,25,DB08796$h
29797,DB00714,DB00933,12,DB00308$t
29798,DB08933,DB01409,9,DB09061$h
29799,DB01267,DB00598,50,DB00819$t
29800,DB00814,DB00960,34,DB08895$t
29801,DB08881,DB01059,31,DB00470$h
29802,DB00338,DB01065,5,DB00787$h
29803,DB01397,DB04272,45,DB01037$t
29804,DB05219,DB00869,5,DB00422$h
29805,DB00752,DB00678,66,DB00390$h
29806,DB06196,DB00594,34,DB08872$h
29807,DB00590,DB00869,66,DB00314$t
29808,DB00006,DB01098,9,DB00744$h
29809,DB00246,DB08906,5,DB01197$h
29810,DB00196,DB00227,9,DB01005$t
29811,DB04573,DB08971,9,DB11342$t
29812,DB00412,DB00277,5,DB01598$h
29813,DB09215,DB09211,12,DB01416$h
29814,DB00199,DB06739,5,DB00970$h
29815,DB00231,DB00313,25,DB00983$t
29816,DB09073,DB01394,9,DB01212$h
29817,DB01072,DB00697,9,DB00674$t
29818,DB00343,DB00997,5,DB06616$t
29819,DB01591,DB00391,44,DB08967$t
29820,DB01254,DB01023,9,DB00363$h
29821,DB08976,DB00945,25,DB00470$t
29822,DB09054,DB09389,5,DB08987$h
29823,DB00960,DB01253,83,DB00831$t
29824,DB00421,DB01288,41,DB00572$h
29825,DB00474,DB09227,6,DB12161$t
29826,DB00831,DB01623,25,DB01251$t
29827,DB00199,DB00829,5,DB00282$t
29828,DB09072,DB00652,53,DB00685$h
29829,DB08820,DB00294,9,DB00014$h
29830,DB00210,DB00788,25,DB06708$t
29831,DB01026,DB00489,75,DB04841$t
29832,DB01028,DB00588,25,DB01093$h
29833,DB09128,DB00331,12,DB06145$h
29834,DB00726,DB01200,34,DB06204$t
29835,DB01186,DB13139,25,DB06616$t
29836,DB01268,DB06480,9,DB00890$t
29837,DB09270,DB01252,13,DB00230$h
29838,DB00876,DB00519,25,DB00278$h
29839,DB07615,DB00960,34,DB13142$t
29840,DB01075,DB00675,11,DB04842$h
29841,DB06736,DB01160,12,DB06710$t
29842,DB00821,DB01628,25,DB00843$t
29843,DB13873,DB00498,45,DB00794$t
29844,DB00450,DB00633,53,DB01130$h
29845,DB04855,DB06791,51,DB00309$t
29846,DB00844,DB01142,25,DB00917$t
29847,DB00402,DB01154,25,DB00556$h
29848,DB00821,DB00655,25,DB01415$t
29849,DB00248,DB01181,25,DB11609$h
29850,DB00276,DB01590,9,DB08992$h
29851,DB09065,DB01184,9,DB11921$h
29852,DB01104,DB00598,5,DB01579$t
29853,DB01045,DB08916,8,DB00745$t
29854,DB00343,DB06605,9,DB06202$h
29855,DB01200,DB00508,25,DB06799$h
29856,DB00295,DB00967,25,DB01244$h
29857,DB09167,DB00184,5,DB00889$h
29858,DB00486,DB00423,53,DB00177$t
29859,DB00501,DB01041,5,DB00437$h
29860,DB12364,DB00476,26,DB01601$h
29861,DB00497,DB12532,25,DB00282$t
29862,DB01024,DB01222,25,DB11126$t
29863,DB01601,DB06403,5,DB01057$h
29864,DB00782,DB01090,25,DB09069$h
29865,DB01215,DB00748,25,DB01369$h
29866,DB00821,DB00195,34,DB01033$h
29867,DB01021,DB01214,66,DB01196$h
29868,DB08918,DB00734,5,DB00608$h
29869,DB01167,DB00216,9,DB09570$h
29870,DB09065,DB00451,5,DB00035$t
29871,DB00849,DB04896,25,DB01137$h
29872,DB09065,DB00717,5,DB00345$h
29873,DB08881,DB01129,8,DB06825$t
29874,DB09120,DB00590,5,DB01357$t
29875,DB00543,DB01165,75,DB00305$t
29876,DB00996,DB01267,25,DB01044$t
29877,DB09118,DB00907,9,DB00686$h
29878,DB00334,DB00246,75,DB09215$h
29879,DB00966,DB02709,25,DB00655$h
29880,DB08912,DB00799,8,DB01412$t
29881,DB01161,DB01175,25,DB00865$h
29882,DB01174,DB01085,6,DB01332$h
29883,DB00477,DB00647,25,DB01067$h
29884,DB00210,DB00784,25,DB00136$t
29885,DB00412,DB01424,5,DB11079$h
29886,DB00996,DB00768,25,DB00993$t
29887,DB09215,DB00798,14,DB00470$t
29888,DB09065,DB01206,9,DB00479$t
29889,DB01151,DB00843,5,DB09073$t
29890,DB09204,DB06709,52,DB09256$t
29891,DB08922,DB06153,25,DB06742$h
29892,DB01283,DB08981,25,DB00727$h
29893,DB00744,DB00630,25,DB00800$h
29894,DB01167,DB06616,9,DB05521$t
29895,DB00850,DB08922,25,DB00242$t
29896,DB09054,DB00773,5,DB00770$h
29897,DB00390,DB09123,16,DB00710$h
29898,DB00715,DB00598,5,DB01296$t
29899,DB00257,DB00897,5,DB09117$h
29900,DB01263,DB00734,5,DB09078$h
29901,DB00790,DB08880,25,DB01080$t
29902,DB00796,DB09236,66,DB00682$h
29903,DB04871,DB00206,25,DB06203$h
29904,DB13595,DB00588,3,DB00876$h
29905,DB00484,DB00543,53,DB00649$h
29906,DB06802,DB00598,34,DB13323$h
29907,DB00461,DB00288,25,DB09236$t
29908,DB08918,DB09204,9,DB01088$t
29909,DB09054,DB01224,9,DB08865$h
29910,DB00223,DB00903,64,DB06729$t
29911,DB06737,DB00663,25,DB01070$t
29912,DB00631,DB01275,25,DB01135$h
29913,DB00312,DB05381,6,DB11315$h
29914,DB00318,DB00588,25,DB01150$h
29915,DB00673,DB00288,9,DB01065$h
29916,DB01088,DB00232,25,DB06216$t
29917,DB00177,DB00968,25,DB01604$t
29918,DB06712,DB00323,25,DB06769$t
29919,DB09232,DB00323,25,DB01403$t
29920,DB01421,DB00728,76,DB08964$t
29921,DB00543,DB00207,75,DB00508$h
29922,DB06268,DB01166,9,DB01393$t
29923,DB00543,DB01169,75,DB08931$h
29924,DB09118,DB06712,9,DB01165$h
29925,DB01244,DB06292,25,DB00940$t
29926,DB09216,DB01098,25,DB00581$t
29927,DB00246,DB00402,5,DB13153$h
29928,DB09065,DB01435,9,DB05246$h
29929,DB00861,DB08807,34,DB00205$h
29930,DB00320,DB06287,5,DB00928$h
29931,DB00608,DB01210,5,DB12001$h
29932,DB05521,DB00593,5,DB00255$t
29933,DB00488,DB09244,73,DB00291$t
29934,DB01656,DB05676,68,DB00914$h
29935,DB00263,DB00381,5,DB00608$h
29936,DB09227,DB00691,25,DB00811$t
29937,DB00227,DB00528,5,DB09267$t
29938,DB09084,DB00846,25,DB08931$h
29939,DB08976,DB00686,45,DB00184$h
29940,DB09224,DB06288,48,DB00495$t
29941,DB01026,DB00904,5,DB00470$h
29942,DB06267,DB01021,46,DB00412$h
29943,DB00726,DB00397,25,DB00636$t
29944,DB00620,DB00827,25,DB06210$t
29945,DB06206,DB01418,45,DB01131$t
29946,DB09074,DB00216,9,DB00754$t
29947,DB01167,DB00318,5,DB00762$h
29948,DB01159,DB00321,25,DB06691$t
29949,DB09342,DB09034,53,DB08909$t
29950,DB00521,DB00678,25,DB09030$h
29951,DB01037,DB00508,25,DB08958$t
29952,DB00932,DB00889,5,DB13874$h
29953,DB01036,DB00310,9,DB00722$h
29954,DB00897,DB01238,25,DB00634$t
29955,DB00857,DB01591,5,DB06237$h
29956,DB00285,DB01203,9,DB04920$t
29957,DB08880,DB11817,9,DB05260$h
29958,DB00312,DB00865,6,DB06219$h
29959,DB09280,DB01216,6,DB06401$h
29960,DB06201,DB00296,25,DB00978$t
29961,DB00461,DB00469,25,DB00922$t
29962,DB00750,DB01041,53,DB00309$h
29963,DB00497,DB00956,53,DB00872$t
29964,DB11079,DB08970,25,DB06694$h
29965,DB00224,DB11921,5,DB04876$t
29966,DB00744,DB00873,25,DB00728$t
29967,DB00757,DB00193,32,DB00500$t
29968,DB00338,DB00720,12,DB01150$t
29969,DB01283,DB01155,71,DB00626$t
29970,DB00899,DB00425,53,DB00806$h
29971,DB01255,DB01075,39,DB00035$t
29972,DB08912,DB01175,8,DB06154$h
29973,DB00749,DB00884,25,DB01092$h
29974,DB08958,DB09090,25,DB01392$h
29975,DB06730,DB04908,9,DB00883$h
29976,DB00620,DB08909,12,DB00283$t
29977,DB00964,DB01020,25,DB01764$t
29978,DB00497,DB01563,25,DB00622$h
29979,DB00472,DB00489,9,DB11342$h
29980,DB00224,DB09027,9,DB11828$h
29981,DB00228,DB00296,25,DB01228$t
29982,DB00590,DB01590,9,DB09055$t
29983,DB00482,DB01181,5,DB00258$h
29984,DB00656,DB00737,25,DB00227$t
29985,DB01628,DB00896,25,DB00793$h
29986,DB01207,DB00775,45,DB00366$t
29987,DB01215,DB00599,25,DB00829$t
29988,DB01626,DB00497,25,DB09130$h
29989,DB09242,DB00401,66,DB01592$t
29990,DB00297,DB00697,25,DB00512$h
29991,DB01234,DB00817,25,DB00357$h
29992,DB00967,DB09071,25,DB00681$h
29993,DB06697,DB09232,25,DB00687$t
29994,DB00388,DB08824,23,DB00673$t
29995,DB00215,DB08932,5,DB03793$h
29996,DB00343,DB01259,5,DB00523$t
29997,DB00527,DB00892,25,DB09242$t
29998,DB00656,DB01242,25,DB00477$h
29999,DB00322,DB01240,5,DB00282$t
30000,DB00734,DB01563,25,DB07615$t
30001,DB00933,DB00427,25,DB04574$h
30002,DB00715,DB08807,9,DB00838$t
30003,DB06287,DB08868,68,DB09053$t
30004,DB00500,DB01600,25,DB01581$h
30005,DB09041,DB01268,5,DB00279$h
30006,DB09242,DB01229,25,DB01102$t
30007,DB00421,DB00610,41,DB00295$t
30008,DB09073,DB00213,9,DB12532$h
30009,DB00991,DB03585,25,DB00375$h
30010,DB09054,DB00949,5,DB00854$t
30011,DB00726,DB01235,25,DB09283$h
30012,DB12332,DB00530,5,DB00361$h
30013,DB01224,DB01252,12,DB01622$h
30014,DB00933,DB00950,25,DB00296$t
30015,DB08867,DB00351,12,DB11342$t
30016,DB09074,DB06702,5,DB09156$t
30017,DB00680,DB00956,66,DB00700$h
30018,DB00633,DB01118,51,DB01041$t
30019,DB01026,DB01072,5,DB08881$h
30020,DB00285,DB09074,9,DB01059$t
30021,DB00647,DB12532,25,DB01111$t
30022,DB00819,DB00869,25,DB01591$h
30023,DB01069,DB01590,9,DB00332$t
30024,DB01397,DB00896,25,DB00611$t
30025,DB00996,DB00349,25,DB00221$t
30026,DB01189,DB09224,25,DB00500$h
30027,DB08984,DB01047,25,DB00791$h
30028,DB00181,DB00593,25,DB00701$t
30029,DB00735,DB00744,25,DB01127$h
30030,DB00674,DB00199,75,DB00297$t
30031,DB00238,DB00726,6,DB06410$h
30032,DB09078,DB00215,75,DB01362$t
30033,DB00285,DB00778,5,DB00565$t
30034,DB01154,DB01136,66,DB09462$h
30035,DB00654,DB09477,66,DB09462$h
30036,DB09073,DB01431,9,DB00457$t
30037,DB02187,DB00136,12,DB01091$h
30038,DB00401,DB08808,66,DB08867$h
30039,DB01320,DB01076,8,DB04840$t
30040,DB00715,DB08901,5,DB01122$h
30041,DB01243,DB09090,25,DB01567$h
30042,DB08991,DB00588,25,DB00683$t
30043,DB00768,DB01421,14,DB00851$t
30044,DB00359,DB01418,5,DB00500$h
30045,DB09073,DB01229,9,DB01390$t
30046,DB01088,DB01359,66,DB00708$h
30047,DB00322,DB01075,5,DB11136$h
30048,DB00899,DB01588,25,DB00429$t
30049,DB01320,DB00402,6,DB00762$h
30050,DB01545,DB00472,25,DB09014$h
30051,DB08808,DB00511,51,DB00736$h
30052,DB01567,DB00726,25,DB00620$h
30053,DB00598,DB00727,25,DB01097$t
30054,DB01045,DB01159,6,DB06709$h
30055,DB00877,DB06212,9,DB09021$h
30056,DB04871,DB00612,5,DB01106$t
30057,DB00612,DB00800,66,DB00637$t
30058,DB00991,DB00654,12,DB01139$h
30059,DB01268,DB08868,68,DB01034$h
30060,DB01100,DB09097,12,DB00441$t
30061,DB08808,DB01396,51,DB06739$h
30062,DB00477,DB00381,25,DB01102$h
30063,DB00593,DB00956,53,DB00556$t
30064,DB01254,DB06403,9,DB00939$t
30065,DB00633,DB00934,25,DB00319$t
30066,DB00247,DB00255,25,DB00548$t
30067,DB06402,DB00308,75,DB00922$t
30068,DB00615,DB00381,6,DB06690$h
30069,DB09073,DB00857,9,DB00284$t
30070,DB00258,DB00817,0,DB00251$h
30071,DB01587,DB00972,53,DB01210$t
30072,DB00208,DB00775,45,DB00481$t
30073,DB06788,DB06402,75,DB00791$h
30074,DB01600,DB08970,25,DB00126$h
30075,DB00469,DB00682,45,DB00524$t
30076,DB00633,DB01114,25,DB00879$t
30077,DB00486,DB09112,25,DB06736$t
30078,DB00418,DB00296,25,DB00457$h
30079,DB00350,DB00968,25,DB00080$h
30080,DB00872,DB01041,25,DB00569$h
30081,DB00907,DB00637,5,DB06213$h
30082,DB01036,DB00470,80,DB00260$t
30083,DB01403,DB00343,5,DB01295$h
30084,DB00812,DB00991,25,DB00567$h
30085,DB01320,DB00514,6,DB06287$h
30086,DB00861,DB01160,12,DB06813$t
30087,DB00296,DB00555,25,DB09232$t
30088,DB00735,DB09084,25,DB09257$h
30089,DB01075,DB06589,75,DB00343$h
30090,DB09063,DB01023,9,DB00035$h
30091,DB00543,DB00035,25,DB08896$t
30092,DB01026,DB00270,5,DB00908$h
30093,DB00962,DB00575,25,DB00330$h
30094,DB06410,DB01092,49,DB00929$t
30095,DB00549,DB00943,5,DB00120$t
30096,DB00283,DB00199,5,DB00898$h
30097,DB00469,DB00846,25,DB00846$h
30098,DB06738,DB00726,25,DB11362$h
30099,DB00227,DB00440,5,DB06403$h
30100,DB00381,DB00691,25,DB11581$t
30101,DB00343,DB00521,25,DB06228$h
30102,DB08880,DB04861,34,DB08941$t
30103,DB00612,DB01240,66,DB01068$t
30104,DB01254,DB09102,9,DB01551$h
30105,DB08933,DB01384,9,DB05271$h
30106,DB01095,DB00498,45,DB06694$t
30107,DB01017,DB00726,53,DB00594$h
30108,DB06287,DB00679,9,DB00948$t
30109,DB00818,DB04908,25,DB00267$h
30110,DB00735,DB06712,25,DB06813$h
30111,DB00749,DB04951,25,DB02546$h
30112,DB00653,DB01155,8,DB01411$h
30113,DB08881,DB01396,9,DB00610$h
30114,DB01161,DB01614,25,DB06804$h
30115,DB01377,DB00317,8,DB01623$t
30116,DB09291,DB00734,5,DB09499$h
30117,DB00465,DB00685,71,DB01592$t
30118,DB01032,DB00963,9,DB00282$t
30119,DB08820,DB01551,9,DB00290$h
30120,DB00620,DB00989,25,DB08906$t
30121,DB00455,DB01098,9,DB00957$t
30122,DB01247,DB01021,66,DB01039$h
30123,DB00479,DB01337,76,DB09389$h
30124,DB08880,DB00300,25,DB00150$h
30125,DB00474,DB00960,66,DB01098$t
30126,DB00195,DB13139,36,DB09477$h
30127,DB01403,DB01274,5,DB11135$h
30128,DB01023,DB00617,5,DB00931$t
30129,DB00436,DB01261,12,DB00688$t
30130,DB01207,DB08954,47,DB00905$h
30131,DB08976,DB00605,25,DB00305$h
30132,DB00849,DB00999,73,DB01107$h
30133,DB01014,DB00700,34,DB01161$h
30134,DB00790,DB08932,66,DB00216$h
30135,DB02709,DB08816,45,DB00759$t
30136,DB00371,DB00818,25,DB00479$h
30137,DB00794,DB01274,6,DB01240$h
30138,DB00919,DB01336,76,DB00850$t
30139,DB00660,DB00967,25,DB00811$h
30140,DB01250,DB03615,14,DB01328$t
30141,DB09279,DB00524,25,DB00207$h
30142,DB01156,DB01036,5,DB00772$h
30143,DB01072,DB09123,9,DB00710$t
30144,DB08880,DB00613,5,DB00546$h
30145,DB08933,DB00990,9,DB01191$h
30146,DB00764,DB00989,25,DB09272$h
30147,DB09074,DB00857,5,DB01232$t
30148,DB00433,DB09224,25,DB11363$t
30149,DB00253,DB00621,57,DB01348$t
30150,DB00876,DB01023,25,DB00898$h
30151,DB06700,DB01203,9,DB09055$t
30152,DB00907,DB01100,9,DB09257$t
30153,DB00726,DB00629,34,DB09085$h
30154,DB09292,DB00964,25,DB00322$h
30155,DB01395,DB09449,20,DB00122$t
30156,DB09330,DB06770,9,DB06781$t
30157,DB08820,DB01621,9,DB00542$t
30158,DB09073,DB09083,9,DB03128$t
30159,DB09118,DB00224,9,DB01289$h
30160,DB06724,DB08970,3,DB09096$h
30161,DB09072,DB01437,53,DB00672$h
30162,DB00281,DB00543,25,DB00704$h
30163,DB00381,DB01115,25,DB00236$t
30164,DB09323,DB00684,8,DB01259$t
30165,DB04951,DB08970,25,DB00285$h
30166,DB01154,DB01357,12,DB00607$t
30167,DB00933,DB01577,40,DB00568$t
30168,DB00945,DB00869,25,DB01415$t
30169,DB01072,DB08881,9,DB13231$t
30170,DB08976,DB00282,25,DB00651$t
30171,DB08912,DB08907,8,DB01336$t
30172,DB01440,DB13025,25,DB01047$t
30173,DB00289,DB06212,9,DB09216$h
30174,DB00465,DB08981,25,DB11943$h
30175,DB01244,DB00232,25,DB00495$h
30176,DB06287,DB00872,9,DB00989$h
30177,DB01608,DB01210,66,DB00377$h
30178,DB09084,DB00547,25,DB06695$h
30179,DB00422,DB00924,25,DB00436$h
30180,DB00359,DB01036,5,DB00352$h
30181,DB00215,DB01296,5,DB00974$t
30182,DB00613,DB11121,8,DB04339$t
30183,DB00224,DB01589,5,DB09041$h
30184,DB08899,DB00288,8,DB01246$t
30185,DB06712,DB01226,72,DB00708$t
30186,DB01214,DB01240,66,DB01326$t
30187,DB01356,DB01337,72,DB01198$t
30188,DB00497,DB00750,25,DB00262$t
30189,DB04898,DB00255,8,DB00657$h
30190,DB00283,DB00543,5,DB09185$h
30191,DB00813,DB00598,51,DB00826$t
30192,DB00486,DB00802,53,DB00710$t
30193,DB06145,DB01098,25,DB00448$h
30194,DB01097,DB01088,12,DB01267$h
30195,DB01239,DB09017,25,DB08994$h
30196,DB01088,DB00413,25,DB00482$t
30197,DB06712,DB00325,66,DB06243$t
30198,DB12598,DB01297,34,DB01339$t
30199,DB00283,DB08901,5,DB00614$h
30200,DB00850,DB01154,25,DB00080$h
30201,DB01041,DB09026,25,DB00260$t
30202,DB06786,DB00817,25,DB00914$t
30203,DB09123,DB06154,12,DB00696$t
30204,DB08865,DB00497,25,DB00220$t
30205,DB04855,DB00481,5,DB06589$h
30206,DB08992,DB01377,25,DB06201$h
30207,DB00412,DB00295,5,DB01298$h
30208,DB01224,DB09097,12,DB06742$h
30209,DB06716,DB09085,25,DB01413$t
30210,DB00663,DB08804,57,DB00833$t
30211,DB00528,DB01021,66,DB00377$h
30212,DB00708,DB06770,25,DB01216$t
30213,DB00808,DB01210,25,DB01034$t
30214,DB00678,DB00797,66,DB00846$t
30215,DB08873,DB01220,9,DB01053$h
30216,DB00349,DB01159,5,DB00685$h
30217,DB01400,DB00517,12,DB01182$t
30218,DB09120,DB01254,5,DB01764$t
30219,DB01167,DB01394,9,DB09276$t
30220,DB01201,DB00869,6,DB03619$h
30221,DB00872,DB00697,25,DB01349$t
30222,DB00219,DB00497,25,DB04839$h
30223,DB08912,DB01029,8,DB07615$h
30224,DB00221,DB00310,64,DB00282$h
30225,DB00599,DB01244,6,DB01120$h
30226,DB00681,DB00381,25,DB09067$h
30227,DB00712,DB00700,34,DB00884$h
30228,DB00607,DB00946,33,DB06144$h
30229,DB00559,DB01021,66,DB00205$h
30230,DB01034,DB07615,25,DB00619$t
30231,DB00338,DB01067,5,DB09119$h
30232,DB09048,DB00724,9,DB00158$h
30233,DB00633,DB01086,25,DB00370$h
30234,DB01600,DB03615,14,DB00601$t
30235,DB00252,DB01268,8,DB06292$h
30236,DB01159,DB00755,25,DB00324$h
30237,DB00288,DB00483,25,DB01158$h
30238,DB09073,DB01559,9,DB00602$h
30239,DB09281,DB01017,0,DB00542$t
30240,DB09054,DB13158,9,DB01418$t
30241,DB00322,DB00549,5,DB01121$h
30242,DB01167,DB00278,5,DB00589$h
30243,DB00312,DB00619,8,DB00876$h
30244,DB00458,DB01203,25,DB00751$t
30245,DB00734,DB00914,12,DB08994$t
30246,DB01268,DB00875,75,DB00390$t
30247,DB09167,DB13139,25,DB01176$t
30248,DB00936,DB00489,34,DB00344$t
30249,DB01026,DB01195,75,DB00104$t
30250,DB00343,DB12267,5,DB00278$t
30251,DB00713,DB00498,45,DB00607$t
30252,DB00749,DB00887,37,DB01074$t
30253,DB00876,DB05676,25,DB00916$h
30254,DB00694,DB01098,9,DB00169$h
30255,DB01172,DB00282,62,DB08943$t
30256,DB00817,DB00839,63,DB00153$h
30257,DB01685,DB01098,5,DB06701$t
30258,DB00623,DB01041,53,DB00988$t
30259,DB09065,DB06603,9,DB00720$h
30260,DB08912,DB01149,8,DB00820$h
30261,DB00189,DB01587,25,DB00388$t
30262,DB01036,DB01224,75,DB00366$h
30263,DB09224,DB00427,25,DB01064$t
30264,DB00313,DB01159,25,DB00122$t
30265,DB09295,DB00821,25,DB09017$t
30266,DB01609,DB09296,9,DB00883$t
30267,DB09215,DB09138,25,DB00233$t
30268,DB00844,DB11609,25,DB11921$t
30269,DB01435,DB09215,25,DB00976$h
30270,DB00263,DB09034,9,DB06718$h
30271,DB01545,DB00967,25,DB09288$t
30272,DB00783,DB00588,9,DB00599$h
30273,DB01248,DB06771,25,DB01142$h
30274,DB00554,DB01395,60,DB13179$t
30275,DB00977,DB00331,12,DB00919$t
30276,DB00899,DB00949,25,DB06764$h
30277,DB00818,DB01098,9,DB01073$h
30278,DB08820,DB00822,9,DB00697$t
30279,DB01401,DB01240,12,DB00992$h
30280,DB09280,DB00359,9,DB00836$h
30281,DB00337,DB06263,14,DB00236$t
30282,DB00647,DB06702,10,DB01063$t
30283,DB09232,DB00436,25,DB00703$h
30284,DB06196,DB00691,34,DB00980$h
30285,DB01026,DB01060,5,DB00981$h
30286,DB00834,DB01105,9,DB00176$h
30287,DB00661,DB01587,5,DB00932$h
30288,DB00362,DB09236,25,DB01175$h
30289,DB08820,DB11915,9,DB01244$t
30290,DB09118,DB08827,9,DB09038$t
30291,DB01244,DB06207,9,DB00528$h
30292,DB00178,DB01089,66,DB01412$h
30293,DB01075,DB01403,53,DB08826$h
30294,DB04908,DB00370,53,DB11362$t
30295,DB01591,DB00604,75,DB04552$h
30296,DB01253,DB06212,9,DB08867$h
30297,DB00975,DB01010,12,DB00970$h
30298,DB00936,DB11660,12,DB00683$t
30299,DB01558,DB00625,25,DB01053$t
30300,DB08873,DB00338,5,DB06274$t
30301,DB04855,DB00356,5,DB09300$t
30302,DB00318,DB00899,25,DB01137$h
30303,DB08881,DB00682,9,DB01098$h
30304,DB00224,DB00402,5,DB00487$h
30305,DB00753,DB00964,25,DB05246$h
30306,DB01173,DB00472,25,DB01022$t
30307,DB00199,DB01126,5,DB01250$h
30308,DB01026,DB06770,5,DB00986$t
30309,DB00232,DB01275,25,DB01251$h
30310,DB00684,DB01077,62,DB00242$t
30311,DB09280,DB00829,9,DB09095$h
30312,DB00842,DB00726,25,DB09117$h
30313,DB04951,DB00700,34,DB08881$t
30314,DB00674,DB00967,12,DB13179$t
30315,DB00091,DB00549,5,DB00670$h
30316,DB00220,DB00907,5,DB01329$t
30317,DB01410,DB01010,25,DB01351$h
30318,DB08820,DB00216,9,DB01068$h
30319,DB09065,DB00758,5,DB00568$t
30320,DB00633,DB04846,50,DB00743$h
30321,DB00899,DB09125,25,DB00153$h
30322,DB00312,DB00972,53,DB00672$t
30323,DB00996,DB00476,25,DB00883$t
30324,DB00629,DB04948,66,DB00737$t
30325,DB00130,DB00581,12,DB00747$t
30326,DB00726,DB04868,75,DB00863$h
30327,DB08912,DB00956,8,DB00483$h
30328,DB01181,DB06335,8,DB04711$h
30329,DB00907,DB00434,25,DB01072$h
30330,DB05812,DB06403,5,DB01126$h
30331,DB09118,DB01268,9,DB00281$h
30332,DB00672,DB01418,45,DB00238$t
30333,DB01245,DB01136,51,DB00402$t
30334,DB00774,DB01251,12,DB00590$t
30335,DB09280,DB06616,8,DB01403$t
30336,DB01149,DB01023,5,DB01010$t
30337,DB05521,DB00757,5,DB01069$h
30338,DB00519,DB00554,25,DB06203$h
30339,DB01021,DB00672,12,DB06792$h
30340,DB06204,DB00296,53,DB09257$t
30341,DB00214,DB01251,12,DB09449$h
30342,DB06716,DB01080,25,DB11136$h
30343,DB02709,DB02187,25,DB01620$h
30344,DB04552,DB00999,12,DB06204$h
30345,DB00559,DB00708,8,DB00866$h
30346,DB00736,DB00224,8,DB00027$h
30347,DB00591,DB00136,12,DB00691$t
30348,DB00224,DB00835,5,DB11254$h
30349,DB01041,DB06700,25,DB00298$t
30350,DB00648,DB09074,8,DB11148$t
30351,DB00976,DB04855,9,DB01046$t
30352,DB00844,DB01595,25,DB01599$h
30353,DB01154,DB00651,8,DB00654$h
30354,DB01178,DB01320,25,DB00726$h
30355,DB00625,DB01181,5,DB00999$h
30356,DB00472,DB00836,5,DB00764$h
30357,DB03615,DB00565,76,DB00409$t
30358,DB01297,DB01273,25,DB00935$t
30359,DB00252,DB01075,6,DB01050$h
30360,DB00864,DB01181,25,DB00870$h
30361,DB06204,DB00899,53,DB13231$h
30362,DB00892,DB04842,25,DB01415$h
30363,DB08808,DB01001,36,DB01029$h
30364,DB00732,DB00253,42,DB00190$h
30365,DB00196,DB05676,5,DB00300$t
30366,DB00996,DB04841,25,DB00207$t
30367,DB00726,DB00950,25,DB00248$h
30368,DB00991,DB09026,34,DB00404$h
30369,DB00519,DB03585,25,DB09047$h
30370,DB00633,DB00881,25,DB00475$h
30371,DB06694,DB00960,50,DB00273$t
30372,DB00734,DB08910,25,DB00823$t
30373,DB09220,DB09236,66,DB00404$t
30374,DB00343,DB00295,5,DB09074$t
30375,DB01357,DB00588,9,DB06795$h
30376,DB00500,DB01130,25,DB00853$h
30377,DB00936,DB00399,25,DB00426$t
30378,DB00231,DB09085,25,DB08906$h
30379,DB01200,DB00388,61,DB00363$h
30380,DB00468,DB01154,5,DB08865$h
30381,DB00907,DB01238,9,DB01325$t
30382,DB00343,DB00905,66,DB00675$t
30383,DB00338,DB00495,5,DB00581$t
30384,DB01254,DB06212,9,DB00611$t
